symbol,security,gics_sector,marketcap,Consecutive_Revenue_Growth_Years,Consecutive_EPS_Growth_Years,Consecutive_Profitable_Years,Consecutive_Positive_FCF_Years,Consecutive_ROE_Above_15pct_Years,CPI,Core_CPI,Unemployment_Rate,NFP,Real_GDP,Consumer_Sentiment,Growth_Score,Inflation_Score,Labor_Heat_Score,Macro_Regime_Score,Investment_Signal,Market_Regime,latest_price,total_return_10y,cagr_10y,volatility,momentum_12m
WBD,Warner Bros. Discovery,Communication Services,56646497276.0,0,0,0,2,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,24.0,-0.2292870754526064,-0.02571813851943716,0.47606911186827156,1.37388732097028
WM,Waste Management,Industrials,85343356084.0,6,0,9,9,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,217.8699951171875,3.051887544399862,0.15024592599517583,0.19364809979680903,-0.0421191556807744
WAT,Waters Corporation,Health Care,23786510020.0,5,5,9,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,403.4200134277344,2.0373437071342013,0.11755580054768511,0.2972444317809278,0.03934051209935707
WEC,WEC Energy Group,Utilities,36114167857.0,6,0,10,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,112.06999969482422,1.272303333095624,0.0855786058640271,0.21724628388814662,0.1035942523576745
WFC,Wells Fargo,Financials,265754897326.0,6,5,9,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,85.8499984741211,0.5580762405001227,0.04536217797847408,0.32165550334972975,0.10989011205790566
WELL,Welltower,Real Estate,138844163099.0,5,0,7,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,208.22000122070312,2.295141727265258,0.12670101756401797,0.32010592133632787,0.4984167469813767
WST,West Pharmaceutical Services,Health Care,19711775454.0,7,5,9,9,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,277.25,3.3973037804104127,0.15969843743154333,0.34059607581579865,-0.13183029684949854
WDC,Western Digital,Information Technology,51602858481.0,5,3,6,7,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,163.3300018310547,2.4623552388161776,0.13229430332332992,0.46810785735037086,1.9592657733065617
WY,Weyerhaeuser,Real Estate,15505720110.0,0,0,9,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,22.209999084472656,-0.30960521141985486,-0.03638591402971736,0.3228654691261411,-0.30397996895403057
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,21158634552.0,7,6,10,9,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,180.00999450683594,4.684825179290164,0.18987877768564454,0.44240315276667674,0.034540198315148984
WMB,Williams Companies,Energy,72577037266.0,5,3,8,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,60.93000030517578,0.6665754380876014,0.052426103172556804,0.3997517757948507,0.04385817063794062
WTW,Willis Towers Watson,Financials,30402099600.0,3,0,9,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,321.0,1.6365861607857073,0.10184751154683891,0.24018192506263752,0.01373758467507713
WDAY,"Workday, Inc.",Information Technology,60512880000.0,9,2,2,5,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,215.6199951171875,1.575797365612238,0.09927930397358309,0.3871261385247405,-0.2019690100711734
WYNN,Wynn Resorts,Consumer Discretionary,12813814792.0,6,3,5,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,128.67999267578125,1.0500237651323059,0.07445615500265812,0.4836982703276827,0.40082725692122945
XEL,Xcel Energy,Utilities,47476982181.0,4,4,10,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,82.11000061035156,1.3025799484491696,0.08701704297505497,0.2156380496046533,0.14247944166464532
XYL,Xylem Inc.,Industrials,34531217205.0,0,0,10,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,140.6699981689453,2.769292586260507,0.1419567618921025,0.269617966926256,0.1295165981599644
YUM,Yum! Brands,Consumer Discretionary,41947789405.0,6,6,10,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,153.2100067138672,1.939113575503257,0.11388632796506193,0.22912334071981771,0.10517205018768871
ZBRA,Zebra Technologies,Information Technology,12282575673.0,6,0,8,7,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,252.75,2.1514963792718667,0.12168822957171388,0.3989839813544338,-0.37197169254904006
ZBH,Zimmer Biomet,Health Care,18533939024.0,0,3,8,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,97.5199966430664,-0.005587614840060207,-0.0005604015208284796,0.28048969066288026,-0.1185828165126468
ZTS,Zoetis,Health Care,54147975204.0,0,5,10,9,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,128.17999267578125,1.7447535456466912,0.10628838117961181,0.25991358411944804,-0.270461042104966
BRK.B,Berkshire Hathaway,Financials,1095516160000.0,7,0,8,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,,,,,
BF.B,Brown–Forman,Consumer Staples,13510991872.0,4,5,10,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,,,,,
